"(PDH-CSV 4.0) (Central Daylight Time)(300)","\\MARWAMOHAMED\Memory\Available MBytes","\\MARWAMOHAMED\Memory\Free System Page Table Entries","\\MARWAMOHAMED\Memory\Pages Input/sec","\\MARWAMOHAMED\Memory\Pages/sec","\\MARWAMOHAMED\Paging File(_Total)\% Usage","\\MARWAMOHAMED\Paging File(_Total)\% Usage Peak","\\MARWAMOHAMED\PhysicalDisk(_Total)\Avg. Disk Read Queue Length","\\MARWAMOHAMED\PhysicalDisk(_Total)\Avg. Disk Write Queue Length","\\MARWAMOHAMED\PhysicalDisk(_Total)\Avg. Disk sec/Read","\\MARWAMOHAMED\PhysicalDisk(_Total)\Avg. Disk sec/Transfer","\\MARWAMOHAMED\PhysicalDisk(_Total)\Avg. Disk sec/Write","\\MARWAMOHAMED\Process(sqlservr)\% Privileged Time","\\MARWAMOHAMED\Process(sqlservr)\% Processor Time","\\MARWAMOHAMED\Processor(_Total)\% Privileged Time","\\MARWAMOHAMED\Processor(_Total)\% Processor Time","\\MARWAMOHAMED\System\Context Switches/sec","\\MARWAMOHAMED\System\Processor Queue Length"
"08/14/2021 14:38:10.971","8074","12491490"," "," ","0.63621884300595243911","0.83331153506324395774"," "," "," "," "," "," "," "," "," "," ","0"
"08/14/2021 14:38:15.976","8088","12491699","4218.5977651796556529","4218.5977651796556529","0.63621884300595243911","0.83331153506324395774","0.043486416060905606906","0.010778160751776712234","0.0014729047619047618608","0.0012566558139534883456","0.00078917647058823531172"," "," ","3.2558906763828110442","8.050523271228826161","7755.6555714385140163","0"
"08/14/2021 14:38:20.971","8104","12491726","0","0","0.63621884300595243911","0.83331153506324395774","0","0.0063630126724969508431","0","0.00093489117647058833649","0.00093489117647058833649"," "," ","1.8766966839380148091","5.3832088514584324201","5481.6338940375726452","0"
"08/14/2021 14:38:25.990","8096","12491652","0","0","0.63621884300595243911","0.83331153506324395774","0","0.0026844039264164636441","0","0.00084201250000000000921","0.00084201250000000000921"," "," ","1.9069326272637541209","5.4706012818117377705","4966.3269088025172096","0"
"08/14/2021 14:38:30.978","8104","12491678","0","0","0.63621884300595243911","0.83331153506324395774","0","0.0023989551705778100477","0","0.0019942666666666664967","0.0019942666666666664967"," "," ","1.9578883284122632347","5.4340416542389409216","5228.540847739790479","0"
"08/14/2021 14:38:35.981","8061","12491658","4768.2110416842333507","4768.2110416842333507","0.63621884300595243911","0.83331153506324395774","0.051210958873664655377","8.5341638267254551624e-006","0.0018840433823529411511","0.0018706029197080294244","4.2700000000000001138e-005"," "," ","3.2790076178504565796","7.5632138205966477074","10333.255741814062276","0"
"08/14/2021 14:38:40.986","8080","12491645","0","0","0.63621884300595243911","0.83331153506324395774","0","0.012641810144727282095","0","0.00036575375722543352654","0.00036575375722543352654"," "," ","2.3022693539045935296","5.5678735145292641562","5224.7801265834896185","0"
"08/14/2021 14:38:45.978","8089","12491650","0","0","0.63621884300595243911","0.83331153506324395774","0","0.0065224797369902711916","0","0.00077525714285714289811","0.00077525714285714289811"," "," ","2.07359480022101339","6.2188092756597646016","5693.1982136406240897","0"
"08/14/2021 14:38:50.976","8090","12491708","0.20010286487871956074","0.20010286487871956074","0.63621884300595243911","0.83331153506324395774","0","0.0025104510915966971561","0","0.0013939888888888890116","0.0013939888888888890116"," "," ","2.3058534997439905645","5.8898501489274002196","5461.2073882700142349","0"
"08/14/2021 14:38:55.985","8089","12491633","1.7966363015834496686","1.7966363015834496686","0.63621884300595243911","0.83331153506324395774","0","0.0051661547611366598343","0","0.0009953307692307693591","0.0009953307692307693591"," "," ","1.7935551966822389502","4.7466754354976714581","5592.5295543178153821","0"
"08/14/2021 14:39:00.989","8085","12491692","0","0","0.63621884300595243911","0.83331153506324395774","0","0.0063853600353241182774","0","0.0011834074074074075415","0.0011834074074074075415"," "," ","1.834490037013785102","5.582335862303889229","5926.5616358013558056","0"
"08/14/2021 14:39:05.978","8035","12491734","3045.105934847521894","3045.105934847521894","0.63621884300595243911","0.83331153506324395774","0.034625356892517403229","0.015562144414161673683","0.0015994324074074073132","0.0012095410628019324494","0.00078420505050505061231"," "," ","4.1499265583717779293","7.957738225160282397","10619.283260119960687","0"
"08/14/2021 14:39:10.980","8060","12491587","1447.2306594585691073","1447.2306594585691073","0.63621884300595243911","0.83331153506324395774","0.014647148144967132508","0.067782187839521307327","0.0022894843749999998529","0.0042071724489795916946","0.005136960606060605658"," "," ","1.8742895692816594622","5.4655203491668524762","6284.127824113994393","0"
"08/14/2021 14:39:15.975","8039","12491539","8.6085076159066478141","8.6085076159066478141","0.63621884300595243911","0.83331153506324395774","0.0014261471794219356471","0.0040356619876832471039","0.00079152222222222219303","0.00088006774193548386372","0.00091629090909090904829"," "," ","2.6979740910356246886","7.3695395246489709962","10454.932400592857448","0"
"08/14/2021 14:39:20.986","8014","12491547","0","0","0.63621884300595243911","0.83331153506324395774","0","0.0019630510336195762522","0","0.0010930111111111110497","0.0010930111111111110497"," "," ","5.5345582870762823902","11.641961650151422702","16481.240981629729504","0"
"08/14/2021 14:39:25.977","8011","12491652","0","0","0.63621884300595243911","0.83331153506324395774","0","0.0063151351686327799814","0","0.00064325102040816328937","0.00064325102040816328937"," "," ","6.14378122988345865","14.769704125139105244","14986.450924392214802","0"
"08/14/2021 14:39:30.981","8090","12491713","51.763717774937184402","51.763717774937184402","0.63621884300595243911","0.83331153506324395774","0.0020922491070327737216","0.0055276339627714924166","0.0017447666666666665578","0.00088665581395348835089","0.00074750270270270270743"," "," ","4.2157862179730409835","11.468489422566152669","12535.413677844924678","0"
"08/14/2021 14:39:35.975","8011","12491559","3425.4959731351741539","3425.4959731351741539","0.63621884300595243911","0.83331153506324395774","0.038762325433182795442","0.0065410879808649631528","0.00094899264705882357875","0.00089787023809523812661","0.00068059999999999995501"," "," ","3.9497368902381340128","8.8822948349035470983","13536.205023772450659","0"
"08/14/2021 14:39:40.966","8068","12491669","0","0","0.63621884300595243911","0.83331153506324395774","0","0.0034843481322794070051","0","0.0010230000000000000378","0.0010230000000000000378"," "," ","3.4435761901875858726","7.4147593428604778865","10906.535516563812052","0"
"08/14/2021 14:39:45.984","8071","12491725","0","0","0.63621884300595243911","0.83331153506324395774","0","0.0023605945377035827612","0","0.00051496521739130432602","0.00051496521739130432602"," "," ","3.58124086889458626","7.1602216322474205867","15565.923802928522491","0"
"08/14/2021 14:39:50.978","8068","12491666","0","0","0.63621884300595243911","0.83331153506324395774","0","0.0072629350699952464551","0","0.00064768749999999993428","0.00064768749999999993428"," "," ","2.6203755820805776366","5.7447182199258151059","5325.6922318583247034","0"
"08/14/2021 14:39:55.985","8019","12491596","3.1953064144078759945","3.1953064144078759945","0.63621884300595243911","0.83331153506324395774","0.019620214336871638627","0.0023021778927976950177","0.098248600000000005372","0.018296133333333332305","0.0023056400000000002934"," "," ","5.2265161559440453942","10.95422260188239072","29583.145317842619988","0"
"08/14/2021 14:40:00.977","7998","12491645","3502.108957474466024","3502.108957474466024","0.63621884300595243911","0.83331153506324395774","0.042101034783296215069","0.0021217371398068308845","0.0010153241545893720767","0.0010126788990825687405","0.00096289999999999993218"," "," ","3.87331459074435136","8.9575091083617941479","10907.357709972095108","0"
"08/14/2021 14:40:05.984","8020","12491764","0.19973508336952366937","0.19973508336952366937","0.63621884300595243911","0.83331153506324395774","0","0.006580215172660640495","0","0.00026355519999999996649","0.00026355519999999996649"," "," ","1.9505575058762620877","4.7348211874603478577","5004.1627787400457237","0"
"08/14/2021 14:40:10.983","8034","12491712","0","0","0.63621884300595243911","0.83331153506324395774","0","0.015566411539487774382","0","0.00099776666666666672355","0.00099776666666666672355"," "," ","2.0704784664687041484","4.9532962450181017289","4613.1399626664669995","0"
"08/14/2021 14:40:15.981","8032","12491699","0","0","0.63621884300595243911","0.83331153506324395774","0","0.0011127418314092576198","0","0.0027805500000000001222","0.0027805500000000001222"," "," ","2.7356589146045928729","5.9715284079622010793","5005.5848840341159303","0"
"08/14/2021 14:40:20.982","8032","12491635","0","0","0.63621884300595243911","0.83331153506324395774","0","0.0027564956723843737386","0","0.001531766666666666693","0.001531766666666666693"," "," ","1.7183234090304742026","4.2034704464269712076","4539.4558755411289894","0"
"08/14/2021 14:40:25.980","8348","12491417","5597.7955673774367824","5725.0454773371211559","0.64446585518973209528","0.83331153506324395774","0.059634457181285190075","0.03047319277365766188","0.0014610401960784313077","0.0016618332103321032268","0.0022732029850746271124"," "," ","11.762549249084576886","15.864553290192095147","51310.925171070593933","0"
"08/14/2021 14:40:30.974","8375","12491609","0","0","0.64446585518973209528","0.83331153506324395774","0","0.0025529702478803311706","0","0.0015936500000000000579","0.0015936500000000000579"," "," ","2.1119635207120155407","4.2184963827848642737","4820.2588317996996921","0"
"08/14/2021 14:40:35.969","8371","12491648","0","0","0.64446585518973209528","0.83331153506324395774","0","0.0019045387894249920634","0","0.0019026600000000000283","0.0019026600000000000283"," "," ","1.9159540503515908316","4.0068686958310673063","4571.5395893846907711","0"
"08/14/2021 14:40:40.974","9044","12491676","9.5912384037182025764","9.5912384037182025764","0.64446585518973209528","0.83331153506324395774","0","0.024205411501067291419","0","0.00091770303030303034073","0.00091770303030303034073"," "," ","6.9858515092854398532","13.203703409896039744","19176.282465967338794","0"
"08/14/2021 14:40:45.985","9046","12491734","0","0","0.64446585518973209528","0.83331153506324395774","0","0.0031145320478900731347","0","0.00048777812500000000641","0.00048777812500000000641"," "," ","2.1434498920182885051","4.5580427962870544434","5103.2809810718472363","0"
"08/14/2021 14:40:50.981","9033","12491622","4143.4793739986998844","4143.4793739986998844","0.64446585518973209528","0.83331153506324395774","0.050161743201879785414","0.0098852866166972089973","0.0024326844660194175615","0.0015703937172774869776","0.00056112159090909090146"," "," ","4.2228281540615029144","8.6617910380771157008","11216.501561752205816","0"
"08/14/2021 14:40:55.989","9067","12491697","0.19968244102039642285","0.19968244102039642285","0.64446585518973209528","0.83331153506324395774","0","0.005648177875641447257","0","0.0010879576923076923669","0.0010879576923076923669"," "," ","1.9109486442498153647","4.1795505925835474414","5012.2289520529711808","0"
"08/14/2021 14:41:00.988","9063","12491757","1.6000334727002489821","1.6000334727002489821","0.64446585518973209528","0.83331153506324395774","0","0.0021194761049010265794","0","0.00075691428571428569661","0.00075691428571428569661"," "," ","2.6954616573895915366","5.5417015744122499754","5111.3069285409455915","0"
"08/14/2021 14:41:05.991","9017","12491682","4200.5813052844168851","4200.5813052844168851","0.64446585518973209528","0.83331153506324395774","0.045898381264748634722","0.01320255198835893623","0.0021869695238095239465","0.00096945836065573777821","0.00033026499999999999651"," "," ","4.3332945103323918801","8.6103952752481163202","11318.28293268735797","0"
"08/14/2021 14:41:10.992","9036","12491767","0","0","0.64446585518973209528","0.83331153506324395774","0","0.0095255097851315185392","0","0.0029769312499999998033","0.0029769312499999998033"," "," ","2.1482868465374775901","4.5379667086623776129","5123.1811287109167097","0"
"08/14/2021 14:41:15.990","9053","12491719","0","0","0.64446585518973209528","0.83331153506324395774","0","0.0032956557385314926706","0","0.00086691578947368423767","0.00086691578947368423767"," "," ","1.4068372701500515554","3.2408588641242408457","4697.5460993980586863","0"
"08/14/2021 14:41:20.987","9043","12491732","0","0","0.64446585518973209528","0.83331153506324395774","0","0.0021792245049124608046","0","0.0036297333333333331624","0.0036297333333333331624"," "," ","1.8371051496436716644","3.8842497415457977183","4795.1140867327894739","0"
"08/14/2021 14:41:25.992","9050","12491689","0","0","0.64446585518973209528","0.83331153506324395774","0","0.0045476831582353686653","0","0.00039936315789473685435","0.00039936315789473685435"," "," ","1.7948781672731191073","4.0520023354830403406","4866.7820309776670911","0"
"08/14/2021 14:41:30.983","9051","12491732","0","0","0.64446585518973209528","0.83331153506324395774","0","0.0015761616475640843546","0","0.0019666250000000000571","0.0019666250000000000571"," "," ","1.5262089544535266672","3.4575314249044253323","4300.0851982680487708","0"
"08/14/2021 14:41:35.986","9048","12491708","0.19987137078062042206","0.19987137078062042206","0.64446585518973209528","0.83331153506324395774","0","0.0023516797224042949865","0","0.0019609833333333330681","0.0019609833333333330681"," "," ","1.9128416835195818368","4.12366526650658205","4607.0350964933013529","0"
"08/14/2021 14:41:40.983","8633","12491590","21933.693804929935141","21933.693804929935141","0.64446585518973209528","0.83331153506324395774","0.2092519779637171673","0.031116044907985977025","0.0023924096109839815792","0.0022574204887218043449","0.0016364705263157896739"," "," ","4.2218849184273290476","7.0403497412969029412","11898.873267892600779","0"
"08/14/2021 14:41:45.977","8966","12491767","7655.4895558136286127","7655.4895558136286127","0.64446585518973209528","0.83331153506324395774","0.069670098018771720039","0.055608794986203788357","0.0023044298013245034795","0.0028058668161434975781","0.0038574916666666669678"," "," ","1.8770561648641153063","4.7393996331461458738","5288.3882398530531646","0"
"08/14/2021 14:41:50.980","8977","12491793","0","0","0.64446585518973209528","0.83331153506324395774","0","0.0094081067324555053832","0","0.0011206476190476189446","0.0011206476190476189446"," "," ","1.2492918014635863155","2.2429165354743707539","4138.3583340576069531","0"
"08/14/2021 14:41:55.972","8990","12491745","0","0","0.64446585518973209528","0.83331153506324395774","8.5929051686985580185e-005","0.0066199220637522260269","0.00042900000000000001934","0.0008165585365853658727","0.00082624749999999995941"," "," ","1.6822144168998769409","3.1357754329762621559","4458.0217672121461874","0"
"08/14/2021 14:42:00.981","8990","12491664","0","0","0.64446585518973209528","0.83331153506324395774","0","0.0037244764261764092689","0","0.0010974117647058823435","0.0010974117647058823435"," "," ","1.9496064923757037146","3.4165423211401813042","4337.2664803748330087","0"
"08/14/2021 14:42:05.970","8971","12491678","0","0","0.64446585518973209528","0.83331153506324395774","0","0.00038042022142148712279","0","0.0006325999999999999809","0.0006325999999999999809"," "," ","1.3702845422182454715","2.4747860852874947746","4093.837826933231554","0"
"08/14/2021 14:42:10.980","8995","12491743","0.19959365127723768807","0.19959365127723768807","0.64446585518973209528","0.83331153506324395774","0","0.001861367166579348028","0","0.00051810000000000007089","0.00051810000000000007089"," "," ","1.2864426672346824798","2.3474187586921657633","3892.8745745112437362","0"
"08/14/2021 14:42:15.974","8995","12491803","0","0","0.64446585518973209528","0.83331153506324395774","0","0.0073382821753004015899","0","0.0014095346153846152748","0.0014095346153846152748"," "," ","1.5643551061461744567","2.8144395312625469785","4437.5193886178722096","0"
"08/14/2021 14:42:20.982","8989","12491822","0","0","0.64446585518973209528","0.83331153506324395774","0","0.0019188441853272160918","0","0.00073916923076923078846","0.00073916923076923078846"," "," ","1.1700472520272997556","2.1449651517072454432","3944.7449742543185494","0"
"08/14/2021 14:42:25.983","8999","12491840","0","0","0.64446585518973209528","0.83331153506324395774","0","0.00074090217737696434201","0","0.0037052000000000000733","0.0037052000000000000733"," "," ","1.1716580481698795069","2.2447464322686738747","4004.2629753567562148","0"
"08/14/2021 14:42:30.979","8994","12491727","0","0","0.64446585518973209528","0.83331153506324395774","0","0.0012871470828235416321","0","0.0016077500000000000211","0.0016077500000000000211"," "," ","1.4854670066234734183","2.9754853621294596877","4163.6063736181349668","0"
"08/14/2021 14:42:35.985","8994","12491789","0","0","0.64446585518973209528","0.83331153506324395774","0","0.0035639170340890664185","0","0.00081090909090909097604","0.00081090909090909097604"," "," ","1.4826773854800987529","2.4555008799718724966","3966.1735916248030662","0"
"08/14/2021 14:42:40.981","8992","12491651","0","0","0.64446585518973209528","0.83331153506324395774","0","0.0015062997266251537155","0","0.0037629000000000000122","0.0037629000000000000122"," "," ","1.4073148306934959439","2.2698034240627773528","4009.1549877752895554","0"
"08/14/2021 14:42:45.990","8989","12491832","0","0","0.64446585518973209528","0.83331153506324395774","0","0.0019147324503923205969","0","0.0019179600000000002376","0.0019179600000000002376"," "," ","1.1699019664492744663","2.7030695977632301918","4215.5557220772943765","0"
"08/14/2021 14:42:50.992","8995","12491702","0","0","0.64446585518973209528","0.83331153506324395774","0","0.0053685357901986216142","0","0.00019747279411764704325","0.00019747279411764704325"," "," ","1.913091220990820629","3.2131755062211220242","4782.1480014337448665","0"
"08/14/2021 14:42:55.984","8997","12491841","0","0","0.64446585518973209528","0.83331153506324395774","0","0.0016537610275946064073","0","0.0020635749999999997845","0.0020635749999999997845"," "," ","1.5261151111279407377","2.4460588764811275198","4492.7897786297789935","0"
"08/14/2021 14:43:00.982","8995","12491698","0","0","0.64446585518973209528","0.83331153506324395774","0","0.004435298218178388395","0","0.0013041058823529412102","0.0013041058823529412102"," "," ","1.6020453691287734888","2.93946489534822053","4427.0782899825908316","0"
"08/14/2021 14:43:05.983","8982","12491684","3.5992155149863536145","3.5992155149863536145","0.64446585518973209528","0.83331153506324395774","0.0014730902680402419447","0.0033991252999144398739","0.0036835000000000001422","0.00064121578947368422681","0.0004721999999999999852"," "," ","2.1479863643870240608","3.8483408478533265296","8653.3139236971910577","0"
"08/14/2021 14:43:10.986","8952","12491679","0","0","0.64446585518973209528","0.83331153506324395774","0","0.0032022028501264331382","0","0.0017801111111111112169","0.0017801111111111112169"," "," ","2.8107469933152091635","5.1372899749884020082","8172.0535675453029398","0"
"08/14/2021 14:43:15.983","8969","12491716","51.633864586427655752","51.633864586427655752","0.64446585518973209528","0.83331153506324395774","0","0.0030517103028644956483","0","0.0019060500000000000619","0.0019060500000000000619"," "," ","3.0098144295399729131","6.6957366736089536374","12755.365734170412907","0"
"08/14/2021 14:43:20.991","8791","12491520","295.94938746264938345","295.94938746264938345","0.64439319428943453438","0.83331153506324395774","0.0078294646167216298827","0.0072699675290799001259","0.0011881121212121211351","0.00084015111111111111589","0.00063869999999999996654"," "," ","6.4743905474586540549","14.545857923324856387","19649.082307278935332","0"
"08/14/2021 14:43:25.991","8799","12491758","0","0","0.64439319428943453438","0.83331153506324395774","0","0.010405379487869941685","0","0.00051519900990099011442","0.00051519900990099011442"," "," ","5.1554371937720295804","11.615498700474880422","16515.888248901719635","0"
"08/14/2021 14:43:30.981","8786","12491718","69.339604198717452732","69.339604198717452732","0.64439319428943453438","0.83331153506324395774","0.0016134649868498785082","0.0044036674450127731573","0.0026837666666666669391","0.00081151081081081084031","0.00064631176470588238333"," "," ","2.7398163712398306835","5.2023178842452661996","7613.5286217152442987","0"
"08/14/2021 14:43:35.975","8824","12491654","0","0","0.64439319428943453438","0.83331153506324395774","0","0.0034455547793384626656","0","0.00090553684210526320508","0.00090553684210526320508"," "," ","1.7210050673598629167","3.3499194664753151329","5100.6885859501880986","0"
"08/14/2021 14:43:40.975","8834","12491710","0","0","0.64439319428943453438","0.83331153506324395774","0","0.00075128253933498295898","0","0.0037564000000000000168","0.0037564000000000000168"," "," ","1.0546915648574892721","2.1481072606025386484","4122.1951358097403499","0"
"08/14/2021 14:43:45.981","8829","12491679","0.19977092667380166868","0.19977092667380166868","0.64439319428943453438","0.83331153506324395774","0","0.0012068240092534628007","0","0.0015103000000000000105","0.0015103000000000000105"," "," ","1.2485350688330367763","2.8093477361142649151","4554.177815382656263","0"
"08/14/2021 14:43:50.977","8835","12491621","1.6012343915924787119","1.6012343915924787119","0.64439319428943453438","0.83331153506324395774","0.00080967264364543490608","0.0076324207098288970527","0.0040449999999999999845","0.00022921413043478262189","0.0002083628415300546469"," "," ","1.4465137057261692188","2.6535044253363948563","5971.6035091452004053","0"
"08/14/2021 14:43:55.977","8839","12491686","0.19999796002080777457","0.19999796002080777457","0.64439319428943453438","0.83331153506324395774","0","0.008725490362734981617","0","0.0012119472222222220717","0.0012119472222222220717"," "," ","2.8123292916119990714","5.5135473276772151152","8615.5121217763571622","0"
"08/14/2021 14:44:00.973","8682","12491700","1101.3216079479630025","1101.3216079479630025","0.64432053338913686247","0.83331153506324395774","0.18968468406616226241","0.042199973234173002168","0.0044282710280373832959","0.0032450358543417365254","0.0014743202797202798089"," "," ","4.9258929671968898489","14.969721508495748452","14836.015074134336828","0"
"08/14/2021 14:44:05.986","8470","12491600","579.81689115307131033","579.81689115307131033","0.64428420293898813753","0.83331153506324395774","0.042432606078224063828","0.020822593511473107275","0.00098488194444444447651","0.00093272911764705885001","0.00084188225806451611431"," "," ","3.6230531613876757469","13.007755091351235421","12980.957313389813862","0"
"08/14/2021 14:44:10.978","8508","12491736","33.454669613802700212","33.454669613802700212","0.64424787248883930157","0.83331153506324395774","0.004960012862327125259","0.014629675136295134871","0.0011790523809523810635","0.00061503522012578619275","0.00052920652173913047042"," "," ","2.0736536098461226807","5.9421795847135800983","8746.2926666983585164","0"
"08/14/2021 14:44:15.977","8557","12491572","20.603815414538466655","20.603815414538466655","0.64421154203869046562","0.83331153506324395774","0.0050863464484590375364","0.0078050802693893491999","0.0012713649999999999951","0.00085927866666666663596","0.00070942909090909093799"," "," ","3.8678620910052203818","14.321005864902137006","13150.835271675608965","0"
"08/14/2021 14:44:20.981","8551","12491777","37.375186613607226604","37.375186613607226604","0.64417521158854174068","0.83331153506324395774","0.011874852047281871104","0.024082445310559402046","0.0014491048780487804891","0.00073430489795918364899","0.00059064411764705884809"," "," ","6.441076863140946962","23.839139289134603672","18213.707919312368176","0"
"08/14/2021 14:44:25.984","8558","12491672","0.3997512587767387271","0.3997512587767387271","0.64417521158854174068","0.83331153506324395774","0","0.025730894094761883051","0","0.001300315151515151358","0.001300315151515151358"," "," ","3.2402555116128737289","8.3359184582315055678","9818.8902937036455114","0"
"08/14/2021 14:44:30.993","8487","12491621","225.99725030023995487","225.99725030023995487","0.64417521158854174068","0.83331153506324395774","0.08072090007760095165","0.0079695344148568679488","0.001871935648148148135","0.001358587767584097921","0.00035964054054054054275"," "," ","4.523028852297486857","17.649681585756095359","16726.391897000357858","1"
"08/14/2021 14:44:35.968","8445","12491704","761.47336273128303219","761.47336273128303219","0.64417521158854174068","0.83331153506324395774","0.087465464348097390901","0.012860678538224050785","0.0014752796610169492068","0.0009508556190476190632","0.00027822478260869566062"," "," ","3.8075178768027964082","17.843959597841852371","19585.279781370929413","0"
"08/14/2021 14:44:40.990","8500","12491649","0.19912689229787933209","0.19912689229787933209","0.64417521158854174068","0.83331153506324395774","0","0.01026272185635283829","0","0.0005425210526315790184","0.0005425210526315790184"," "," ","2.8001731895917068016","9.6555228435589945946","12572.8719796880996","0"
"08/14/2021 14:44:45.994","8530","12491742","2.5983627196830734185","2.5983627196830734185","0.64417521158854174068","0.83331153506324395774","0.00088618561999984047598","0.0059921114549160332807","0.0022168499999999998103","0.00042485185185185182256","0.00037948481012658227384"," "," ","3.5134280696681772227","10.251456893596500919","12856.698736991847909","0"
"08/14/2021 14:44:50.971","8561","12491604","2.009216315423172361","2.009216315423172361","0.64417521158854174068","0.83331153506324395774","0.0015060298759919871561","0.0053929552521563769996","0.0037477500000000002131","0.00081752857142857132764","0.000671017499999999943"," "," ","3.6496053671284118813","9.5054726720626874226","12288.768828391206625","0"
"08/14/2021 14:44:55.979","8553","12491649","0","0","0.64417521158854174068","0.83331153506324395774","0","0.0042250933281131409017","0","0.00092001304347826082936","0.00092001304347826082936"," "," ","3.080858034803573009","9.4071886747379984683","12423.638422622232611","0"
"08/14/2021 14:45:00.976","8553","12491716","0","0","0.64417521158854174068","0.83331153506324395774","0","0.00072056655243136829517","0","0.0036004999999999999678","0.0036004999999999999678"," "," ","3.2442886119904916775","10.371655439463944859","11694.034833466421333","0"
"08/14/2021 14:45:05.988","8563","12491637","1.7954109296637792426","1.7954109296637792426","0.64417521158854174068","0.83331153506324395774","0.0014921750680962724261","0.0044699020041683865459","0.0037398999999999999952","0.00078647368421052633349","0.00062239444444444442725"," "," ","3.1560565993147062791","9.8380715347905720591","11874.847888796235566","0"
